geoid,name,pop
5001600US3712,"Congressional District 12 (116th Congress), North Carolina",599115
5001600US3713,"Congressional District 13 (116th Congress), North Carolina",581381
5001600US3800,"Congressional District (at Large) (116th Congress), North Dakota",567545
5001600US3901,"Congressional District 1 (116th Congress), Ohio",550781
5001600US3902,"Congressional District 2 (116th Congress), Ohio",555323
5001600US3903,"Congressional District 3 (116th Congress), Ohio",565727
5001600US3904,"Congressional District 4 (116th Congress), Ohio",550776
5001600US3905,"Congressional District 5 (116th Congress), Ohio",553726
5001600US3906,"Congressional District 6 (116th Congress), Ohio",549999
5001600US3907,"Congressional District 7 (116th Congress), Ohio",553091
5001600US3908,"Congressional District 8 (116th Congress), Ohio",547822
5001600US3909,"Congressional District 9 (116th Congress), Ohio",520939
5001600US3910,"Congressional District 10 (116th Congress), Ohio",552940
5001600US3911,"Congressional District 11 (116th Congress), Ohio",525057
5001600US3912,"Congressional District 12 (116th Congress), Ohio",588304
5001600US3913,"Congressional District 13 (116th Congress), Ohio",560255
5001600US3914,"Congressional District 14 (116th Congress), Ohio",553234
5001600US3915,"Congressional District 15 (116th Congress), Ohio",594787
5001600US3916,"Congressional District 16 (116th Congress), Ohio",556708
5001600US4001,"Congressional District 1 (116th Congress), Oklahoma",574642
5001600US4002,"Congressional District 2 (116th Congress), Oklahoma",565049
5001600US4003,"Congressional District 3 (116th Congress), Oklahoma",568862
5001600US4004,"Congressional District 4 (116th Congress), Oklahoma",594411
5001600US4005,"Congressional District 5 (116th Congress), Oklahoma",572095
5001600US4101,"Congressional District 1 (116th Congress), Oregon",617472
5001600US4102,"Congressional District 2 (116th Congress), Oregon",638108
5001600US4103,"Congressional District 3 (116th Congress), Oregon",641510
5001600US4104,"Congressional District 4 (116th Congress), Oregon",650640
5001600US4105,"Congressional District 5 (116th Congress), Oregon",614474
5001600US4201,"Congressional District 1 (116th Congress), Pennsylvania",542506
5001600US4202,"Congressional District 2 (116th Congress), Pennsylvania",491451
5001600US4203,"Congressional District 3 (116th Congress), Pennsylvania",573719
5001600US4204,"Congressional District 4 (116th Congress), Pennsylvania",552061
5001600US4205,"Congressional District 5 (116th Congress), Pennsylvania",525272
5001600US4206,"Congressional District 6 (116th Congress), Pennsylvania",533141
5001600US4207,"Congressional District 7 (116th Congress), Pennsylvania",550950
5001600US4208,"Congressional District 8 (116th Congress), Pennsylvania",543310
5001600US4209,"Congressional District 9 (116th Congress), Pennsylvania",556670
5001600US4210,"Congressional District 10 (116th Congress), Pennsylvania",558693
5001600US4211,"Congressional District 11 (116th Congress), Pennsylvania",555086
5001600US4212,"Congressional District 12 (116th Congress), Pennsylvania",552013
5001600US4213,"Congressional District 13 (116th Congress), Pennsylvania",548308
5001600US4214,"Congressional District 14 (116th Congress), Pennsylvania",545910
5001600US4215,"Congressional District 15 (116th Congress), Pennsylvania",543052
5001600US4216,"Congressional District 16 (116th Congress), Pennsylvania",537685
5001600US4217,"Congressional District 17 (116th Congress), Pennsylvania",551560
5001600US4218,"Congressional District 18 (116th Congress), Pennsylvania",548814
5001600US4401,"Congressional District 1 (116th Congress), Rhode Island",391053
5001600US4402,"Congressional District 2 (116th Congress), Rhode Island",409745
5001600US4501,"Congressional District 1 (116th Congress), South Carolina",615755
5001600US4502,"Congressional District 2 (116th Congress), South Carolina",541862
5001600US4503,"Congressional District 3 (116th Congress), South Carolina",540303
5001600US4504,"Congressional District 4 (116th Congress), South Carolina",555462
5001600US4505,"Congressional District 5 (116th Congress), South Carolina",553076
5001600US4506,"Congressional District 6 (116th Congress), South Carolina",510628
5001600US4507,"Congressional District 7 (116th Congress), South Carolina",575255
5001600US4600,"Congressional District (at Large) (116th Congress), South Dakota",653394
5001600US4701,"Congressional District 1 (116th Congress), Tennessee",570495
5001600US4702,"Congressional District 2 (116th Congress), Tennessee",587665
5001600US4703,"Congressional District 3 (116th Congress), Tennessee",573580
5001600US4704,"Congressional District 4 (116th Congress), Tennessee",596604
5001600US4705,"Congressional District 5 (116th Congress), Tennessee",564374
5001600US4706,"Congressional District 6 (116th Congress), Tennessee",608091
5001600US4707,"Congressional District 7 (116th Congress), Tennessee",590210
5001600US4708,"Congressional District 8 (116th Congress), Tennessee",536275
5001600US4709,"Congressional District 9 (116th Congress), Tennessee",502286
5001600US4801,"Congressional District 1 (116th Congress), Texas",518180
5001600US4802,"Congressional District 2 (116th Congress), Texas",519981
5001600US4803,"Congressional District 3 (116th Congress), Texas",584690
5001600US4804,"Congressional District 4 (116th Congress), Texas",562550
5001600US4805,"Congressional District 5 (116th Congress), Texas",495961
5001600US4806,"Congressional District 6 (116th Congress), Texas",554164
5001600US4807,"Congressional District 7 (116th Congress), Texas",466858
5001600US4808,"Congressional District 8 (116th Congress), Texas",600690
5001600US4809,"Congressional District 9 (116th Congress), Texas",434566
