geoid,name,pop
0500000US39025,"Clermont County, Ohio",157826
0500000US39029,"Columbiana County, Ohio",81242
0500000US39035,"Cuyahoga County, Ohio",943990
0500000US39041,"Delaware County, Ohio",147512
0500000US39043,"Erie County, Ohio",58957
0500000US39045,"Fairfield County, Ohio",118379
0500000US39049,"Franklin County, Ohio",943912
0500000US39055,"Geauga County, Ohio",70961
0500000US39057,"Greene County, Ohio",130635
0500000US39061,"Hamilton County, Ohio",607866
0500000US39063,"Hancock County, Ohio",57636
0500000US39081,"Jefferson County, Ohio",52600
0500000US39085,"Lake County, Ohio",180611
0500000US39089,"Licking County, Ohio",135223
0500000US39093,"Lorain County, Ohio",238064
0500000US39095,"Lucas County, Ohio",324637
0500000US39099,"Mahoning County, Ohio",180765
0500000US39101,"Marion County, Ohio",50937
0500000US39103,"Medina County, Ohio",138755
0500000US39109,"Miami County, Ohio",81333
0500000US39113,"Montgomery County, Ohio",404579
0500000US39119,"Muskingum County, Ohio",67530
0500000US39133,"Portage County, Ohio",129706
0500000US39139,"Richland County, Ohio",94679
0500000US39141,"Ross County, Ohio",59906
0500000US39145,"Scioto County, Ohio",58851
0500000US39151,"Stark County, Ohio",289652
0500000US39153,"Summit County, Ohio",416178
0500000US39155,"Trumbull County, Ohio",157182
0500000US39157,"Tuscarawas County, Ohio",70374
0500000US39165,"Warren County, Ohio",170578
0500000US39169,"Wayne County, Ohio",86581
0500000US39173,"Wood County, Ohio",102548
0500000US40017,"Canadian County, Oklahoma",107418
0500000US40027,"Cleveland County, Oklahoma",215040
0500000US40031,"Comanche County, Oklahoma",90776
0500000US40037,"Creek County, Oklahoma",54273
0500000US40101,"Muskogee County, Oklahoma",50480
0500000US40109,"Oklahoma County, Oklahoma",549062
0500000US40119,"Payne County, Oklahoma",61628
0500000US40125,"Pottawatomie County, Oklahoma",55105
0500000US40131,"Rogers County, Oklahoma",69652
0500000US40143,"Tulsa County, Oklahoma",457646
0500000US40145,"Wagoner County, Oklahoma",60698
0500000US41003,"Benton County, Oregon",73371
0500000US41005,"Clackamas County, Oregon",318389
0500000US41017,"Deschutes County, Oregon",155747
0500000US41019,"Douglas County, Oregon",88982
0500000US41029,"Jackson County, Oregon",170465
0500000US41033,"Josephine County, Oregon",69395
0500000US41035,"Klamath County, Oregon",52215
0500000US41039,"Lane County, Oregon",301460
0500000US41043,"Linn County, Oregon",98305
0500000US41047,"Marion County, Oregon",237408
0500000US41051,"Multnomah County, Oregon",613074
0500000US41053,"Polk County, Oregon",63785
0500000US41059,"Umatilla County, Oregon",54659
0500000US41067,"Washington County, Oregon",418972
0500000US41071,"Yamhill County, Oregon",78278
0500000US42001,"Adams County, Pennsylvania",81064
0500000US42003,"Allegheny County, Pennsylvania",953365
0500000US42005,"Armstrong County, Pennsylvania",52096
0500000US42007,"Beaver County, Pennsylvania",131153
0500000US42011,"Berks County, Pennsylvania",316613
0500000US42013,"Blair County, Pennsylvania",96704
0500000US42017,"Bucks County, Pennsylvania",479735
0500000US42019,"Butler County, Pennsylvania",149363
0500000US42021,"Cambria County, Pennsylvania",105148
0500000US42025,"Carbon County, Pennsylvania",52039
0500000US42027,"Centre County, Pennsylvania",129936
0500000US42029,"Chester County, Pennsylvania",384135
0500000US42033,"Clearfield County, Pennsylvania",64054
0500000US42037,"Columbia County, Pennsylvania",53447
0500000US42039,"Crawford County, Pennsylvania",67022
0500000US42041,"Cumberland County, Pennsylvania",196597
0500000US42043,"Dauphin County, Pennsylvania",204077
0500000US42045,"Delaware County, Pennsylvania",419112
0500000US42049,"Erie County, Pennsylvania",209562
0500000US42051,"Fayette County, Pennsylvania",103163
0500000US42055,"Franklin County, Pennsylvania",117116
0500000US42063,"Indiana County, Pennsylvania",68530
0500000US42069,"Lackawanna County, Pennsylvania",161834
0500000US42071,"Lancaster County, Pennsylvania",408366
